
      Code    RO Data    RW Data    ZI Data      Debug   Object Name
       632          0          0         52        448   m11459.obj
         0          0          0          0          0   m11460.obj
         0          0          0          0          0   m11461.obj
       424          0          0         52        556   m11462.obj
       560          0          0         92        788   m11463.obj
       668          0          0         72        460   m11465.obj
       504          0          0         32        432   m11466.obj
      1120         29          0         84        692   m11467.obj
       928          0          0        104        688   m11468.obj
     15806        384         12       1756      13864   m12100.obj
      4622          8          0        460       1964   m12110.obj
      1224          8          0         54        940   m12120.obj
      5062          0          0         60       2184   m12130.obj
      1304          0          0         24        560   m12140.obj
        20         46          0          0        268   m12150.obj
         2          0          0          0         52   m12151.obj
      7798       2904         68        308       2688   m12160.obj
         0          0          4      12312          0   m12161.obj
         0          0          0          0          0   m12162.obj
      1476        284          0         92        876   m12165.obj
         0          0          0          0          0   m12167.obj
      3668        104          4        154       2464   m12168.obj
     10674         76          8        410       3808   m12170.obj
      1686        256          0         44       1900   m12171.obj
      1078          0          0        248        920   m12180.obj
       436          0          0         12        240   m12185.obj
      1488          0          0         24        624   rftool_gsm.obj
    219098      10101        571      38768     164448   TOTAL

