APP_name	Res_base	ID	ID_name	size	data	res_filename	color_num	ABMAB2_converted
APP_SOUNDRECORDER	34471	34486	IMG_ID_SNDREC_BUTTON_NEXT_UP	294	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\SNDREC\\SR_NEXT_UP.BMP	.\mtkapp\Sndrec\SndrecRes\Sndrec.res	5	Y
APP_SOUNDRECORDER	34471	34487	IMG_ID_SNDREC_BUTTON_NEXT_DN	300	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\SNDREC\\SR_NEXT_DOWN.BMP	.\mtkapp\Sndrec\SndrecRes\Sndrec.res	6	Y
APP_SOUNDRECORDER	34471	34488	IMG_ID_SNDREC_BUTTON_LIST_UP	294	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\SNDREC\\SR_NEXT_UP.BMP	.\mtkapp\Sndrec\SndrecRes\Sndrec.res	5	Y
APP_SOUNDRECORDER	34471	34489	IMG_ID_SNDREC_BUTTON_LIST_DN	300	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\SNDREC\\SR_NEXT_DOWN.BMP	.\mtkapp\Sndrec\SndrecRes\Sndrec.res	6	Y
APP_SOUNDRECORDER	34471	34490	IMG_ID_SNDREC_BUTTON_REC_DISABLE	250	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\SNDREC\\SR_RECORD_DISABLE.BMP	.\mtkapp\Sndrec\SndrecRes\Sndrec.res	5	Y
APP_SOUNDRECORDER	34471	34491	IMG_ID_SNDREC_BUTTON_PLAY_DISABLE	256	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\SNDREC\\SR_PLAY_DISABLE.BMP	.\mtkapp\Sndrec\SndrecRes\Sndrec.res	5	Y
APP_SOUNDRECORDER	34471	34492	IMG_ID_SNDREC_BUTTON_PREV_DISABLE	294	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\SNDREC\\SR_PREVIOUS_DISABLE.BMP	.\mtkapp\Sndrec\SndrecRes\Sndrec.res	5	Y
APP_SOUNDRECORDER	34471	34493	IMG_ID_SNDREC_BUTTON_NEXT_DISABLE	294	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\SNDREC\\SR_NEXT_DISABLE.BMP	.\mtkapp\Sndrec\SndrecRes\Sndrec.res	5	Y
APP_SOUNDRECORDER	34471	34494	IMG_ID_SNDREC_BUTTON_LIST_DISABLE	294	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\SNDREC\\SR_NEXT_DISABLE.BMP	.\mtkapp\Sndrec\SndrecRes\Sndrec.res	5	Y
APP_AUDIOPLAYER	34772	34773	IMG_ID_AUDPLY_PLAY_ANIMATION	3114	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\MULTIMEDIA\\PLAY_ANIMATION.PNG	.\mtkapp\AudioPlayer\AudioPlayerRes\AudioPlayer.res	403	Y
APP_CALLLOG	37795	37796	IMG_ID_CLOG_MAIN_ICON	484	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\SUBMENU\\CALL\\CC_CALLHISTORY.BMP	.\mmi\CallLog\CallLogRes\CallLog.res	84	Y
APP_CALLLOG	37795	37797	IMG_ID_CLOG_APPMGR_MAIN_ICON	1444	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\VUI\\LAUNCHER\\MAINMENU\\ICONS\\CALLLOG.PNG	.\mmi\CallLog\CallLogRes\CallLog.res	219	Y
APP_CALLLOG	37795	37798	IMG_ID_CLOG_NEW_MISSED_CALL	2502	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\CALL\\MISSED\\CL_MIS.PNG	.\mmi\CallLog\CallLogRes\CallLog.res	365	Y
APP_CALLLOG	37795	37801	IMG_ID_CLOG_DIALED_CALL	102	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\CALL\\SUBMENU\\SB_CDIA.BMP	.\mmi\CallLog\CallLogRes\CallLog.res	5	Y
APP_CALLLOG	37795	37802	IMG_ID_CLOG_MISSED_CALL	248	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\CALL\\SUBMENU\\SB_CMIS.BMP	.\mmi\CallLog\CallLogRes\CallLog.res	38	Y
APP_CALLLOG	37795	37803	IMG_ID_CLOG_RECVED_CALL	102	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\CALL\\SUBMENU\\SB_CREC.BMP	.\mmi\CallLog\CallLogRes\CallLog.res	5	Y
APP_MSPACE	37926	37927	IMG_ID_MSPACE_MAIN_MENU_ICON	2208	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\MSPACE\\M_SPACE.PNG	.\mtkapp\MSpace\MSpaceRes\MSpace.res	386	Y
APP_MSPACE	37926	37928	IMG_ID_MSPACE_SUB_MENU_ICON	1228	..\\..\\CUSTOMER\\IMAGES\\PLUTO240X320\\MAINLCD\\MSPACE\\MSPACE_SUB.PNG	.\mtkapp\MSpace\MSpaceRes\MSpace.res	245	Y
