ENUM_ID	ID_VALUE	ID_STR	STR LENGTH	duplicate ID
STR_PLMN_NAME_280	26356	T-Mobile SK	24	
STR_PLMN_NAME_281	26357	O2 SK	12	
STR_PLMN_NAME_282	26358	Si.mobil	18	
STR_PLMN_NAME_283	26359	T-2	8	
STR_PLMN_NAME_284	26360	Tuamobil	18	
STR_PLMN_NAME_285	26361	vodafone ES	24	
STR_PLMN_NAME_286	26362	Yoigo	12	
STR_PLMN_NAME_287	26363	movistar	18	
STR_PLMN_NAME_288	26364	TELIA SE	18	
STR_PLMN_NAME_289	26365	3 SE	10	
STR_PLMN_NAME_290	26366	Sweden	14	
STR_PLMN_NAME_291	26367	Sweden 3G	20	
STR_PLMN_NAME_292	26368	COMVIQ SE	20	
STR_PLMN_NAME_293	26369	Telenor SE	22	
STR_PLMN_NAME_294	26370	SpringMobil SE	30	
STR_PLMN_NAME_295	26371	Swisscom	18	
STR_PLMN_NAME_296	26372	Sunrise	16	
STR_PLMN_NAME_297	26373	In&Phone	18	
STR_PLMN_NAME_298	26374	UMC	8	
STR_PLMN_NAME_299	26375	Kyivstar	18	
STR_PLMN_NAME_300	26376	Uni	8	
STR_PLMN_NAME_301	26377	life:)	14	
STR_PLMN_NAME_302	26378	Utel	10	
STR_PLMN_NAME_303	26379	UK01	10	
STR_PLMN_NAME_304	26380	O2 UK	12	
STR_PLMN_NAME_305	26381	Vodafone UK	24	
STR_PLMN_NAME_306	26382	3 UK	10	
STR_PLMN_NAME_307	26383	T-Mobile UK	24	
STR_PLMN_NAME_308	26384	Beeline UZ	22	
STR_PLMN_NAME_309	26385	UZB Ucell	20	
STR_PLMN_NAME_310	26386	UZB MTS	16	
STR_PLMN_NAME_311	26387	MTS TM	14	
STR_PLMN_NAME_312	26388	APUA	10	
STR_PLMN_NAME_313	26389	bMobile	16	
STR_PLMN_NAME_314	26390	Digicel	16	
STR_PLMN_NAME_315	26391	Personal	18	
STR_PLMN_NAME_316	26392	Claro	12	
STR_PLMN_NAME_317	26393	SETAR GSM	20	
STR_PLMN_NAME_318	26394	BTL	8	
STR_PLMN_NAME_319	26395	M3	6	
STR_PLMN_NAME_320	26396	VIVA	10	
STR_PLMN_NAME_321	26397	EMOVIL	14	
STR_PLMN_NAME_322	26398	Telecel	16	
STR_PLMN_NAME_323	26399	TIM BRASIL	22	
STR_PLMN_NAME_324	26400	VIVO	10	
STR_PLMN_NAME_325	26401	Sercomtel	20	
STR_PLMN_NAME_326	26402	Brasil Telecom	30	
STR_PLMN_NAME_327	26403	AMAZONIA	18	
STR_PLMN_NAME_328	26404	Oi	6	
STR_PLMN_NAME_329	26405	CTBC	10	
STR_PLMN_NAME_330	26406	FIRST	12	
STR_PLMN_NAME_331	26407	Fido	10	
STR_PLMN_NAME_332	26408	DMTS	10	
STR_PLMN_NAME_333	26409	ROGERS	14	
STR_PLMN_NAME_334	26410	ENTEL	12	
STR_PLMN_NAME_335	26411	CLARO CHL	20	
STR_PLMN_NAME_336	26412	Tigo	10	
STR_PLMN_NAME_337	26413	Comcel	14	
STR_PLMN_NAME_338	26414	I.C.E.	14	
STR_PLMN_NAME_339	26415	Cubacel	16	
STR_PLMN_NAME_340	26416	CLARO DOM	20	
STR_PLMN_NAME_341	26417	PORTA GSM	20	
STR_PLMN_NAME_342	26418	CLARO SLV	20	
STR_PLMN_NAME_343	26419	TELEMOVIL	20	
STR_PLMN_NAME_344	26420	CLARO HND	20	
STR_PLMN_NAME_345	26421	CELTELHND	20	
STR_PLMN_NAME_346	26422	F-Orange	18	
STR_PLMN_NAME_347	26423	ONLY	10	
STR_PLMN_NAME_348	26424	TELCEL	14	
STR_PLMN_NAME_349	26425	ClaroGTM	18	
STR_PLMN_NAME_350	26426	TELCELL GSM	24	
STR_PLMN_NAME_351	26427	CT GSM	14	
STR_PLMN_NAME_352	26428	ANT	8	
STR_PLMN_NAME_353	26429	ClaroNIC	18	
STR_PLMN_NAME_354	26430	Móvil	12	
STR_PLMN_NAME_355	26431	VOX	8	
STR_PLMN_NAME_356	26432	CLARO PER	20	
STR_PLMN_NAME_357	26433	AMERIS	14	
STR_PLMN_NAME_358	26434	Telesur	16	
STR_PLMN_NAME_359	26435	AT&T	10	
STR_PLMN_NAME_360	26436	Centennial	22	
STR_PLMN_NAME_361	26437	Cell One	18	
STR_PLMN_NAME_362	26438	UNICEL	14	
STR_PLMN_NAME_363	26439	CLARO UY	18	
STR_PLMN_NAME_364	26440	Digitel	16	
STR_PLMN_NAME_365	26441	Lusacell	18	
STR_PLMN_NAME_366	26442	Telstra Mobile	30	
STR_PLMN_NAME_367	26443	Optus	12	
STR_PLMN_NAME_368	26444	vodafone AU	24	
STR_PLMN_NAME_369	26445	Telecom	16	
STR_PLMN_NAME_370	26446	VODAFONE FJ	24	
STR_PLMN_NAME_371	26447	VINI	10	
STR_PLMN_NAME_372	26448	TSKL	10	
STR_PLMN_NAME_373	26449	FSM Telecom	24	
STR_PLMN_NAME_374	26450	Mobilis	16	
STR_PLMN_NAME_375	26451	vodafone NZ	24	
STR_PLMN_NAME_376	26452	Telecom NZ	22	
STR_PLMN_NAME_377	26453	Palau Mobile	26	
STR_PLMN_NAME_378	26454	SamoaTel	18	
STR_PLMN_NAME_379	26455	BREEZE	14	
STR_PLMN_NAME_380	26456	U-CALL	14	
STR_PLMN_NAME_381	26457	VUT SMILE	20	
STR_PLMN_NAME_382	26458	Djezzy	14	
STR_PLMN_NAME_383	26459	TLCL-BEN	18	
STR_PLMN_NAME_384	26460	BBCOM	12	
STR_PLMN_NAME_385	26461	GloBenin	18	
STR_PLMN_NAME_386	26462	MASCOM	14	
STR_PLMN_NAME_387	26463	Zain	10	
STR_PLMN_NAME_388	26464	Spacetel	18	
STR_PLMN_NAME_389	26465	Safaris	16	
STR_PLMN_NAME_390	26466	ONATEL	14	
STR_PLMN_NAME_391	26467	MTN CAM	16	
STR_PLMN_NAME_392	26468	Orange CAM	22	
STR_PLMN_NAME_393	26469	CPV MOVEL	20	
STR_PLMN_NAME_394	26470	NationLink	22	
STR_PLMN_NAME_395	26471	HURI	10	
STR_PLMN_NAME_396	26472	Libertis	18	
STR_PLMN_NAME_397	26473	Vodacom CD	22	
STR_PLMN_NAME_398	26474	SCELL CD	18	
STR_PLMN_NAME_399	26475	EVATIS	14	
STR_PLMN_NAME_400	26476	MobiNiL	16	
STR_PLMN_NAME_401	26477	Vodafone EG	24	
STR_PLMN_NAME_402	26478	ETHMTN	14	
STR_PLMN_NAME_403	26479	Orange GQ	20	
STR_PLMN_NAME_404	26480	Gamcel	14	
STR_PLMN_NAME_405	26481	Africell	18	
STR_PLMN_NAME_406	26482	Onetouch	18	
STR_PLMN_NAME_407	26483	Sotelgui Guinea	32	
STR_PLMN_NAME_408	26484	ACELL-CI	18	
STR_PLMN_NAME_409	26485	MTN CI	14	
STR_PLMN_NAME_410	26486	Safaricom	20	
STR_PLMN_NAME_411	26487	Vodacom-LS	22	
STR_PLMN_NAME_412	26488	Econet	14	
STR_PLMN_NAME_413	26489	Al Madar	18	
STR_PLMN_NAME_414	26490	Orange MG	20	
STR_PLMN_NAME_415	26491	TNL	8	
STR_PLMN_NAME_416	26492	MALITEL ML	22	
STR_PLMN_NAME_417	26493	ORANGE ML	20	
STR_PLMN_NAME_418	26494	MATTEL	14	
STR_PLMN_NAME_419	26495	Mauritel	18	
STR_PLMN_NAME_420	26496	Cellplus	18	
STR_PLMN_NAME_421	26497	EMTEL	12	
STR_PLMN_NAME_422	26498	MEDITEL	16	
STR_PLMN_NAME_423	26499	IAM	8	
STR_PLMN_NAME_424	26500	mCel	10	
STR_PLMN_NAME_425	26501	VodaCom	16	
STR_PLMN_NAME_426	26502	MTC	8	
STR_PLMN_NAME_427	26503	Sonitel	16	
STR_PLMN_NAME_428	26504	Moov	10	
STR_PLMN_NAME_429	26505	Zain NG	16	
STR_PLMN_NAME_430	26506	MTN NG	14	
STR_PLMN_NAME_431	26507	Mtel	10	
STR_PLMN_NAME_432	26508	glo	8	
STR_PLMN_NAME_433	26509	OUTREMER	18	
STR_PLMN_NAME_434	26510	SFR	8	
STR_PLMN_NAME_435	26511	CSTmovel	18	
STR_PLMN_NAME_436	26512	ALIZE	12	
STR_PLMN_NAME_437	26513	SENTEL	14	
STR_PLMN_NAME_438	26514	C&W SEY	16	
STR_PLMN_NAME_439	26515	MILLICOM	18	
STR_PLMN_NAME_440	26516	Telesom	16	
STR_PLMN_NAME_441	26517	SOMAFONE	18	
STR_PLMN_NAME_442	26518	Golis	12	
STR_PLMN_NAME_443	26519	Telsom	14	
STR_PLMN_NAME_444	26520	VodaCom-SA	22	
STR_PLMN_NAME_445	26521	Cell C	14	
STR_PLMN_NAME_446	26522	MTN-SA	14	
STR_PLMN_NAME_447	26523	ZANTEL	14	
STR_PLMN_NAME_448	26524	TOGO CELL	20	
STR_PLMN_NAME_449	26525	Telecel Togo	26	
STR_PLMN_NAME_450	26526	TUNTEL	14	
STR_PLMN_NAME_451	26527	TUNISIANA	20	
STR_PLMN_NAME_452	26528	UT Mobile	20	
STR_PLMN_NAME_453	26529	NetOne	14	
STR_PLMN_NAME_454	26530	TIGO	10	
STR_PLMN_NAME_455	26531	VO	6	
STR_INLINE_EDITOR	28093	?	4	STR_ID_APP_MRE
STR_GDI	31787	?	4	STR_ID_APP_MRE
Venus_Theme	32364	?	4	STR_ID_APP_MRE
STR_ID_APP_MRE_AM	32370	?	4	STR_ID_APP_MRE
STR_FULLSCREEN_EDITOR	32569	?	4	STR_ID_APP_MRE
STR_ID_IMGVIEWCUI_NAME	34430	?	4	STR_ID_APP_MRE
STR_TOTAL_NUM_CITY	36582	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE58	36641	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE59	36642	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE60	36643	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE61	36644	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE62	36645	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE63	36646	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE64	36647	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE65	36648	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE66	36649	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE67	36650	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE68	36651	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE69	36652	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE70	36653	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE71	36654	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE72	36655	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE73	36656	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE74	36657	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE75	36658	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE76	36659	?	4	STR_ID_APP_MRE
STR_WCLOCK_CITY_ABBRE77	36660	?	4	STR_ID_APP_MRE
STR_ID_CALC_MP	41451	M+	6	
STR_ID_CALC_MM	41452	M-	6	
STR_ID_CALC_MR	41453	MR	6	
STR_ID_CALC_MC	41454	MC	6	
STR_ID_CALC_EQUAL	41455	=	4	
STR_ID_UCM_BT_NOT_ALLOW_TO_HOLD	44223	?	4	STR_ID_APP_MRE
STR_ID_UCM_BT_NOT_ALLOW_TO_SWAP	44224	?	4	STR_ID_APP_MRE
STR_ID_UCM_BT_PHONEBOOK	44231	?	4	STR_ID_APP_MRE
STR_ID_UCM_BT_MUTE	44232	?	4	STR_ID_APP_MRE
STR_ID_UCM_BT_END_ALL_ACTIVE	44238	?	4	STR_ID_APP_MRE
STR_ID_UCM_BT_END_ALL_HELD	44239	?	4	STR_ID_APP_MRE
STR_VOICEMAIL_IND	44556	?	4	STR_ID_APP_MRE
STR_FAX_IND	44557	?	4	STR_ID_APP_MRE
STR_EMAIL_IND	44558	?	4	STR_ID_APP_MRE
STR_NET_OTHER_IND	44559	?	4	STR_ID_APP_MRE
STR_VOICEMAIL_NUM_IND	44560	?	4	STR_ID_APP_MRE
STR_FAX_NUM_IND	44561	?	4	STR_ID_APP_MRE
STR_EMAIL_NUM_IND	44562	?	4	STR_ID_APP_MRE
STR_NET_OTHER_NUM_IND	44563	?	4	STR_ID_APP_MRE
STR_VOICEMAIL_NUM_IND_PLURAL	44564	?	4	STR_ID_APP_MRE
STR_FAX_NUM_IND_PLURAL	44565	?	4	STR_ID_APP_MRE
STR_EMAIL_NUM_IND_PLURAL	44566	?	4	STR_ID_APP_MRE
STR_NET_OTHER_NUM_IND_PLURAL	44567	?	4	STR_ID_APP_MRE
